schema_version,run_id,created_at_utc,prediction_date,as_of_date,data_snapshot_hash,config_hash,target_mode,band,imputed_features,macro_snapshot_hash,macro_history_mode,prediction,p_down,p_flat,p_up,model,record_id,kind,horizon_days,target_date,horizon,trading_days,current_close,signal,predicted_return,predicted_close,center_close,low_close,high_close,band_coverage,vol_model,model_mae,zero_baseline_mae,mae_diff_lo,mae_diff_hi,oof_slope,actual_open,actual_close,actual_return,actual_class,direction_correct,price_error,absolute_price_error,price_ape,return_error,interval_hit,center_price_error,log_loss,brier,status,is_prospective,actual_updated_at_utc,runtime,versions_hash,raw_predicted_return,predicted_open,center_open,low_open,high_open,gap_sign_auc,gap_corr,event_flags,source_model
3,20260907T081235_13f5df5a2f7f,2026-09-07 08:12:44.664958+00:00,2026-09-08,2026-09-07,c92e110ee9e1271ae7ec,a5cc2a709bb33ff3d7f7,close_to_close,0.0146249079769912,{},7ed3ebee8562f01fbf17,lagged_latest_vintage,,,,,Ridge,20260907T081235_13f5df5a2f7f:price:5,price,5,2026-09-14,1주일,5.0,1783000.0,없음,,,1783000.0,1536214.8813855038,2029785.118614496,0.7494736842105263,simple,0.0759779118802995,0.0786702677599089,0.0,0.0,0.0,1707000.0,1697000.0,-0.04823331463825009,,,,,,,1.0,86000.0,,,scored,True,2026-09-20T05:08:24.234384+00:00,github-actions,7fa00c14b86e,0.0204092486816326,,,,,,,,
3,20260907T081235_13f5df5a2f7f,2026-09-07 08:12:44.664958+00:00,2026-09-08,2026-09-07,c92e110ee9e1271ae7ec,a5cc2a709bb33ff3d7f7,close_to_close,0.0146249079769912,{},7ed3ebee8562f01fbf17,lagged_latest_vintage,상승,0.234143007222939,0.3687363535876677,0.3971206391893932,No NSI ensemble,20260907T081235_13f5df5a2f7f:direction:No NSI ensemble,direction,1,2026-09-08,,,,,,,,,,,,,,,,,1799000.0,1793000.0,0.005608524957936067,1.0,0.0,,,,,,,0.9976733792327755,0.6110215411833876,scored,True,2026-09-20T05:08:24.234384+00:00,github-actions,7fa00c14b86e,,,,,,,,,
3,20260907T081235_13f5df5a2f7f,2026-09-07 08:12:44.664958+00:00,2026-09-08,2026-09-07,c92e110ee9e1271ae7ec,a5cc2a709bb33ff3d7f7,close_to_close,0.0146249079769912,{},7ed3ebee8562f01fbf17,lagged_latest_vintage,,,,,Ridge,20260907T081235_13f5df5a2f7f:price:1,price,1,2026-09-08,1거래일,1.0,1783000.0,있음,0.0091094313699438,1799242.1161326098,1799242.1161326098,1690000.9125613966,1908483.319703823,0.805439330543933,simple,0.0308618521202377,0.0337667922948522,-0.0040154924684027,-0.0019085102392527,1.0,1799000.0,1793000.0,0.005608524957936067,,,6242.116132609779,6242.116132609779,0.003481380999782364,0.0035009064120077333,1.0,6242.116132609779,,,scored,True,2026-09-20T05:08:24.234384+00:00,github-actions,7fa00c14b86e,0.0091094313699438,,,,,,,,
3,20260907T081235_13f5df5a2f7f,2026-09-07 08:12:44.664958+00:00,2026-09-08,2026-09-07,c92e110ee9e1271ae7ec,a5cc2a709bb33ff3d7f7,close_to_close,0.0146249079769912,{},7ed3ebee8562f01fbf17,lagged_latest_vintage,상승,0.2291596831853975,0.3041729041924813,0.4666674126221212,Mean ensemble,20260907T081235_13f5df5a2f7f:direction:Mean ensemble,direction,1,2026-09-08,,,,,,,,,,,,,,,,,1799000.0,1793000.0,0.005608524957936067,1.0,0.0,,,,,,,1.1901589754696795,0.7544679816609828,scored,True,2026-09-20T05:08:24.234384+00:00,github-actions,7fa00c14b86e,,,,,,,,,
3,20260907T081235_13f5df5a2f7f,2026-09-07 08:12:44.664958+00:00,2026-09-08,2026-09-07,c92e110ee9e1271ae7ec,a5cc2a709bb33ff3d7f7,close_to_close,0.0146249079769912,{},7ed3ebee8562f01fbf17,lagged_latest_vintage,상승,0.1472751319193161,0.240757349965917,0.6119675181147668,LightGBM,20260907T081235_13f5df5a2f7f:direction:LightGBM,direction,1,2026-09-08,,,,,,,,,,,,,,,,,1799000.0,1793000.0,0.005608524957936067,1.0,0.0,,,,,,,1.4239656993164709,0.9726436093401765,scored,True,2026-09-20T05:08:24.234384+00:00,github-actions,7fa00c14b86e,,,,,,,,,
3,20260907T081235_13f5df5a2f7f,2026-09-07 08:12:44.664958+00:00,2026-09-08,2026-09-07,c92e110ee9e1271ae7ec,a5cc2a709bb33ff3d7f7,close_to_close,0.0146249079769912,{},7ed3ebee8562f01fbf17,lagged_latest_vintage,보합,0.3110442344514789,0.3675884584190455,0.3213673071294756,Logistic,20260907T081235_13f5df5a2f7f:direction:Logistic,direction,1,2026-09-08,,,,,,,,,,,,,,,,,1799000.0,1793000.0,0.005608524957936067,1.0,1.0,,,,,,,1.0007912861125323,0.5999698198019566,scored,True,2026-09-20T05:08:24.234384+00:00,github-actions,7fa00c14b86e,,,,,,,,,
3,20260907T081235_13f5df5a2f7f,2026-09-07 08:12:44.664958+00:00,2026-09-08,2026-09-07,c92e110ee9e1271ae7ec,a5cc2a709bb33ff3d7f7,close_to_close,0.0146249079769912,{},7ed3ebee8562f01fbf17,lagged_latest_vintage,상승,0.2159024867432961,0.37124940011737,0.4128481131393339,No macro ensemble,20260907T081235_13f5df5a2f7f:direction:No macro ensemble,direction,1,2026-09-08,,,,,,,,,,,,,,,,,1799000.0,1793000.0,0.005608524957936067,1.0,0.0,,,,,,,0.9908812047120011,0.6123847651574144,scored,True,2026-09-20T05:08:24.234384+00:00,github-actions,7fa00c14b86e,,,,,,,,,
3,20260908T185203_b1a35df25f77,2026-09-08 18:52:16.900947+00:00,2026-09-09,2026-09-08,b6b368fc0150b35b266b,15c2fee718d49a56adee,close_to_close,0.0146008571740445,{},7ed3ebee8562f01fbf17,lagged_latest_vintage,,,,,Ridge,20260908T185203_b1a35df25f77:price:1,price,1,2026-09-09,1거래일,1.0,1793000.0,있음,0.0114175443221908,1813471.6569696884,1813471.6569696884,1704307.6587500942,1922635.6551892825,0.8050314465408805,simple,0.0305600642426634,0.0334702688579773,-0.0040072305048314,-0.00192449547535,1.0,1795000.0,1856000.0,0.03513664249860571,,,-42528.34303031163,42528.34303031163,0.02291397792581446,-0.023719098176414908,1.0,-42528.34303031163,,,scored,True,2026-09-20T05:08:24.234384+00:00,github-actions,7fa00c14b86e,0.0114175443221908,,,,,,,,
3,20260908T185203_b1a35df25f77,2026-09-08 18:52:16.900947+00:00,2026-09-09,2026-09-08,b6b368fc0150b35b266b,15c2fee718d49a56adee,close_to_close,0.0146008571740445,{},7ed3ebee8562f01fbf17,lagged_latest_vintage,,,,,Ridge,20260908T185203_b1a35df25f77:open:1,open,1,2026-09-09,시초가예측,1.0,1793000.0,있음,0.0198382996022701,,,,,0.8237347294938918,,0.0173296085454922,0.0229989907294005,-0.007089475327811,-0.0042920209826196,1.0,1795000.0,1856000.0,0.001115448968209698,,,33570.07118687034,33570.07118687034,0.01870198951914782,0.0187228506340604,1.0,33570.07118687034,,,scored,True,2026-09-20T05:08:24.234384+00:00,github-actions,7fa00c14b86e,0.0198382996022701,1828570.0711868703,1828570.0711868703,1751431.6859286136,1905708.456445127,0.8077454132435334,0.6309856762871185,,
3,20260908T185203_b1a35df25f77,2026-09-08 18:52:16.900947+00:00,2026-09-09,2026-09-08,b6b368fc0150b35b266b,15c2fee718d49a56adee,close_to_close,0.0146008571740445,{},7ed3ebee8562f01fbf17,lagged_latest_vintage,,,,,Ridge,20260908T185203_b1a35df25f77:price:5,price,5,2026-09-15,1주일,5.0,1793000.0,없음,,,1793000.0,1544043.097073254,2041956.902926746,0.7531645569620253,simple,0.0758066715227372,0.0784897406026514,0.0,0.0,0.0,1690000.0,1690000.0,-0.05744562186279978,,,,,,,1.0,103000.0,,,scored,True,2026-09-20T05:08:24.234384+00:00,github-actions,7fa00c14b86e,0.0246133027749339,,,,,,,,
3,20260908T185203_b1a35df25f77,2026-09-08 18:52:16.900947+00:00,2026-09-09,2026-09-08,b6b368fc0150b35b266b,15c2fee718d49a56adee,close_to_close,0.0146008571740445,{},7ed3ebee8562f01fbf17,lagged_latest_vintage,상승,0.2064617278152601,0.3109572806086104,0.4825809915761294,No flow ensemble,20260908T185203_b1a35df25f77:direction:No flow ensemble,direction,1,2026-09-09,,,,,,,,,,,,,,,,,1795000.0,1856000.0,0.03513664249860571,2.0,1.0,,,,,,,0.7286065141008364,0.4070433056943061,scored,True,2026-09-20T05:08:24.234384+00:00,github-actions,7fa00c14b86e,,,,,,,,,
3,20260908T185203_b1a35df25f77,2026-09-08 18:52:16.900947+00:00,2026-09-09,2026-09-08,b6b368fc0150b35b266b,15c2fee718d49a56adee,close_to_close,0.0146008571740445,{},7ed3ebee8562f01fbf17,lagged_latest_vintage,,,,,Ridge,20260908T185203_b1a35df25f77:price:20,price,20,2026-10-12,1개월,20.0,1793000.0,없음,,,1793000.0,1268354.3828032934,2317645.6171967066,0.6645299145299145,simple,0.1980119041442818,0.1996150519143617,0.0,0.0,0.0,,,,,,,,,,,,,,pending,True,2026-09-20T05:08:24.234384+00:00,github-actions,7fa00c14b86e,0.0876869376819715,,,,,,,,
3,20260908T185203_b1a35df25f77,2026-09-08 18:52:16.900947+00:00,2026-09-09,2026-09-08,b6b368fc0150b35b266b,15c2fee718d49a56adee,close_to_close,0.0146008571740445,{},7ed3ebee8562f01fbf17,lagged_latest_vintage,상승,0.1876499160051132,0.3431444441560523,0.4692056398388345,No macro ensemble,20260908T185203_b1a35df25f77:direction:No macro ensemble,direction,1,2026-09-09,,,,,,,,,,,,,,,,,1795000.0,1856000.0,0.03513664249860571,2.0,1.0,,,,,,,0.7567141421581896,0.4347032533107933,scored,True,2026-09-20T05:08:24.234384+00:00,github-actions,7fa00c14b86e,,,,,,,,,
3,20260908T185203_b1a35df25f77,2026-09-08 18:52:16.900947+00:00,2026-09-09,2026-09-08,b6b368fc0150b35b266b,15c2fee718d49a56adee,close_to_close,0.0146008571740445,{},7ed3ebee8562f01fbf17,lagged_latest_vintage,상승,0.2106494035164619,0.306329481673417,0.483021114810121,Mean ensemble,20260908T185203_b1a35df25f77:direction:Mean ensemble,direction,1,2026-09-09,,,,,,,,,,,,,,,,,1795000.0,1856000.0,0.03513664249860571,2.0,1.0,,,,,,,0.7276949103220957,0.40547809027631554,scored,True,2026-09-20T05:08:24.234384+00:00,github-actions,7fa00c14b86e,,,,,,,,,
3,20260908T185203_b1a35df25f77,2026-09-08 18:52:16.900947+00:00,2026-09-09,2026-09-08,b6b368fc0150b35b266b,15c2fee718d49a56adee,close_to_close,0.0146008571740445,{},7ed3ebee8562f01fbf17,lagged_latest_vintage,상승,0.1748430521066109,0.3041650969407271,0.520991850952662,LightGBM,20260908T185203_b1a35df25f77:direction:LightGBM,direction,1,2026-09-09,,,,,,,,,,,,,,,,,1795000.0,1856000.0,0.03513664249860571,2.0,1.0,,,,,,,0.6520208785168105,0.3525353059206737,scored,True,2026-09-20T05:08:24.234384+00:00,github-actions,7fa00c14b86e,,,,,,,,,
3,20260908T185203_b1a35df25f77,2026-09-08 18:52:16.900947+00:00,2026-09-09,2026-09-08,b6b368fc0150b35b266b,15c2fee718d49a56adee,close_to_close,0.0146008571740445,{},7ed3ebee8562f01fbf17,lagged_latest_vintage,상승,0.2464557549263129,0.3084938664061069,0.4450503786675801,Logistic,20260908T185203_b1a35df25f77:direction:Logistic,direction,1,2026-09-09,,,,,,,,,,,,,,,,,1795000.0,1856000.0,0.03513664249860571,2.0,1.0,,,,,,,0.8095677927347764,0.463877986963484,scored,True,2026-09-20T05:08:24.234384+00:00,github-actions,7fa00c14b86e,,,,,,,,,
3,20260908T185203_b1a35df25f77,2026-09-08 18:52:16.900947+00:00,2026-09-09,2026-09-08,b6b368fc0150b35b266b,15c2fee718d49a56adee,close_to_close,0.0146008571740445,{},7ed3ebee8562f01fbf17,lagged_latest_vintage,상승,0.2021464657706582,0.3182234384419865,0.4796300957873551,No NSI ensemble,20260908T185203_b1a35df25f77:direction:No NSI ensemble,direction,1,2026-09-09,,,,,,,,,,,,,,,,,1795000.0,1856000.0,0.03513664249860571,2.0,1.0,,,,,,,0.7347401059473944,0.4129141876076859,scored,True,2026-09-20T05:08:24.234384+00:00,github-actions,7fa00c14b86e,,,,,,,,,
3,20260909T115114_beb5592a94d9,2026-09-09 11:51:30.537803+00:00,2026-09-10,2026-09-09,29e8ceb7612c46774a80,4f89248afed926b75d78,close_to_close,0.0146590562815621,{},7ed3ebee8562f01fbf17,lagged_latest_vintage,,,,,Ridge,20260909T115114_beb5592a94d9:open:1,open,1,2026-09-10,시초가예측,1.0,1856000.0,있음,0.0017751195700839,,,,,0.8237347294938918,,0.0172872993978105,0.0229606563435395,-0.0071023467392669,-0.0042827897423475,1.0,1879000.0,1853000.0,0.012392241379310276,,,-19705.37807792402,19705.37807792402,0.010487162361854188,-0.010617121809226375,1.0,-19705.37807792402,,,scored,True,2026-09-20T05:08:24.234384+00:00,github-actions,7fa00c14b86e,0.0017751195700839,1859294.621922076,1859294.621922076,1779917.314547762,1938671.9292963888,0.8070759039970963,0.6311504357200937,,
3,20260909T115114_beb5592a94d9,2026-09-09 11:51:30.537803+00:00,2026-09-10,2026-09-09,29e8ceb7612c46774a80,4f89248afed926b75d78,close_to_close,0.0146590562815621,{},7ed3ebee8562f01fbf17,lagged_latest_vintage,,,,,Ridge,20260909T115114_beb5592a94d9:price:20,price,20,2026-10-13,1개월,20.0,1856000.0,없음,,,1856000.0,1311758.8993569545,2400241.1006430457,0.6652452025586354,simple,0.1986179099299154,0.1998343292884267,0.0,0.0,0.0,,,,,,,,,,,,,,pending,True,2026-09-20T05:08:24.234384+00:00,github-actions,7fa00c14b86e,0.0788802292577237,,,,,,,,
3,20260909T115114_beb5592a94d9,2026-09-09 11:51:30.537803+00:00,2026-09-10,2026-09-09,29e8ceb7612c46774a80,4f89248afed926b75d78,close_to_close,0.0146590562815621,{},7ed3ebee8562f01fbf17,lagged_latest_vintage,,,,,Ridge,20260909T115114_beb5592a94d9:price:1,price,1,2026-09-10,1거래일,1.0,1856000.0,있음,-0.000500145643087,1855071.7296864304,1855071.7296864304,1741263.8588314697,1968879.600541392,0.8071278825995807,simple,0.0305635922198886,0.0334824965585949,-0.0040188440790339,-0.0019180476951592,1.0,1879000.0,1853000.0,-0.001616379310344862,,,2071.7296864304226,2071.7296864304226,0.0011180408453483122,0.0011162336672578621,1.0,2071.7296864304226,,,scored,True,2026-09-20T05:08:24.234384+00:00,github-actions,7fa00c14b86e,-0.000500145643087,,,,,,,,
3,20260909T115114_beb5592a94d9,2026-09-09 11:51:30.537803+00:00,2026-09-10,2026-09-09,29e8ceb7612c46774a80,4f89248afed926b75d78,close_to_close,0.0146590562815621,{},7ed3ebee8562f01fbf17,lagged_latest_vintage,,,,,Ridge,20260909T115114_beb5592a94d9:price:5,price,5,2026-09-16,1주일,5.0,1856000.0,없음,,,1856000.0,1598510.8219786107,2113489.178021389,0.751578947368421,simple,0.0759991783439827,0.0786416589612613,0.0,0.0,0.0,1686000.0,1759000.0,-0.05226293103448276,,,,,,,1.0,97000.0,,,scored,True,2026-09-20T05:08:24.234384+00:00,github-actions,7fa00c14b86e,0.009374302862183,,,,,,,,
3,20260909T115114_beb5592a94d9,2026-09-09 11:51:30.537803+00:00,2026-09-10,2026-09-09,29e8ceb7612c46774a80,4f89248afed926b75d78,close_to_close,0.0146590562815621,{},7ed3ebee8562f01fbf17,lagged_latest_vintage,하락,0.3844641216440937,0.2917353157435436,0.3238005626123625,No macro price ensemble,20260909T115114_beb5592a94d9:direction:No macro price ensemble,direction,1,2026-09-10,,,,,,,,,,,,,,,,,1879000.0,1853000.0,-0.001616379310344862,1.0,0.0,,,,,,,1.2319083407238183,0.754298328144545,scored,True,2026-09-20T05:08:24.234384+00:00,github-actions,7fa00c14b86e,,,,,,,,,
