target,cell,horizon,candidate,fold,evaluation_stage,n,interval_coverage,coverage_ci_lo,coverage_ci_hi,mean_halfwidth,interval_score,mean_q,start,end,score_delta,score_delta_ci_lo,score_delta_ci_hi,verdict
sk_hynix,open,1,trailing_q_w500,2023H1,halfyear,123,0.7967479674796748,,,0.01601500848160217,0.05588612454049707,,,,,,,
sk_hynix,open,1,trailing_q_w500,2023H2,halfyear,121,0.8016528925619835,,,0.01559048282608848,0.04615962573666828,,,,,,,
sk_hynix,open,1,trailing_q_w500,2024H1,halfyear,121,0.7355371900826446,,,0.01911939739672665,0.06057441953070033,,,,,,,
sk_hynix,open,1,trailing_q_w500,2024H2,halfyear,123,0.8617886178861789,,,0.026010297137365895,0.07237754560746243,,,,,,,
sk_hynix,open,1,trailing_q_w500,2025H1,halfyear,117,0.8290598290598291,,,0.02595070495607929,0.07478011233781552,,,,,,,
sk_hynix,open,1,trailing_q_w500,2025H2,halfyear,107,0.7757009345794392,,,0.0252246112138755,0.0767561851376191,,,,,,,
sk_hynix,open,1,trailing_q_w500,2026H1,halfyear,120,0.8166666666666667,,,0.04037016426656545,0.11776430756587808,,,,,,,
sk_hynix,open,1,trailing_q_w500,2026H2,halfyear,49,0.8775510204081632,,,0.05778402704458311,0.16591475087236268,,,,,,,
sk_hynix,open,1,conformal_w500,2021H2,halfyear,36,0.8055555555555556,,,0.014143215028147091,0.051274222050657625,,,,,,,
sk_hynix,open,1,conformal_w500,2022H1,halfyear,103,0.7572815533980582,,,0.01878620736078421,0.05677258951753456,,,,,,,
sk_hynix,open,1,conformal_w500,2022H2,halfyear,125,0.848,,,0.017566964676927012,0.05353517879990961,,,,,,,
sk_hynix,open,1,conformal_w500,2023H1,halfyear,123,0.7967479674796748,,,0.01606873381435074,0.05587360882754414,,,,,,,
sk_hynix,open,1,conformal_w500,2023H2,halfyear,121,0.8016528925619835,,,0.01565971442018635,0.046151259392215926,,,,,,,
sk_hynix,open,1,conformal_w500,2024H1,halfyear,121,0.7355371900826446,,,0.019196494717406743,0.06053946602719334,,,,,,,
sk_hynix,open,1,conformal_w500,2024H2,halfyear,123,0.8617886178861789,,,0.0261058114634254,0.07240189700789908,,,,,,,
sk_hynix,open,1,conformal_w500,2025H1,halfyear,117,0.8290598290598291,,,0.026137359029118925,0.074935914866174,,,,,,,
sk_hynix,open,1,conformal_w500,2025H2,halfyear,107,0.7757009345794392,,,0.025318988216716833,0.07673299340530071,,,,,,,
sk_hynix,open,1,conformal_w500,2026H1,halfyear,120,0.8166666666666667,,,0.04059014459431239,0.11798433664489116,,,,,,,
sk_hynix,open,1,conformal_w500,2026H2,halfyear,49,0.8775510204081632,,,0.05800336715494936,0.16613121557588117,,,,,,,
sk_hynix,open,1,aci_g0.005_w250,2021H2,halfyear,36,0.8055555555555556,,,0.014427571539666229,0.051469013572360195,,,,,,,
sk_hynix,open,1,aci_g0.005_w250,2022H1,halfyear,103,0.7864077669902912,,,0.01920531191925263,0.05675318247036995,,,,,,,
sk_hynix,open,1,aci_g0.005_w250,2022H2,halfyear,125,0.856,,,0.018030360774224517,0.05363860025948308,,,,,,,
sk_hynix,open,1,aci_g0.005_w250,2023H1,halfyear,123,0.7804878048780488,,,0.015760186765788987,0.05586702687813783,,,,,,,
sk_hynix,open,1,aci_g0.005_w250,2023H2,halfyear,121,0.8016528925619835,,,0.01563406000010091,0.04664481222283849,,,,,,,
sk_hynix,open,1,aci_g0.005_w250,2024H1,halfyear,121,0.743801652892562,,,0.019788399715666746,0.06053984614053851,,,,,,,
sk_hynix,open,1,aci_g0.005_w250,2024H2,halfyear,123,0.8699186991869918,,,0.026618430529912047,0.07295736522210776,,,,,,,
sk_hynix,open,1,aci_g0.005_w250,2025H1,halfyear,117,0.7692307692307693,,,0.022551456305181884,0.07312591206884725,,,,,,,
sk_hynix,open,1,aci_g0.005_w250,2025H2,halfyear,107,0.7757009345794392,,,0.02467188407393248,0.07808900779686581,,,,,,,
sk_hynix,open,1,aci_g0.005_w250,2026H1,halfyear,120,0.825,,,0.04209023902434748,0.1193077416784685,,,,,,,
sk_hynix,open,1,aci_g0.005_w250,2026H2,halfyear,49,0.8571428571428571,,,0.06059888586667878,0.16791036933634595,,,,,,,
sk_hynix,open,1,aci_g0.005_w500,2021H2,halfyear,36,0.8055555555555556,,,0.014527021241721684,0.051552489361456434,,,,,,,
sk_hynix,open,1,aci_g0.005_w500,2022H1,halfyear,103,0.7864077669902912,,,0.01948809250511267,0.05697193675823286,,,,,,,
