target,horizon,candidate,fold,evaluation_stage,n,mae,rmse,mae_calibrated,mae_issued,issuance_rate,mean_abs_raw,mean_train_rows,mean_slope,seconds_per_fold,zero_mae,train_rows,slope,issued,setting
samsung,20,hold_current,dev_all,dev_common,1086,0.05006206151118869,0.06344103285048154,,,,,,,,,,,,
samsung,20,a100_5y,dev_all,dev_common,1086,0.07228316712536384,0.12925419063188318,0.050268356490991276,0.050053086053033435,0.2222222222222222,0.04592875728282717,1133.0,0.007489259068062276,0.012690088888727283,,,,,
samsung,20,a100_5y,dev_01,dev_fold,123,0.04326482240590049,,,,,,,,,0.02443764540457775,889,0.019405895366366447,True,a100_5y
samsung,20,a100_5y,dev_02,dev_fold,125,0.06407015538324233,,,,,,,,,0.0494481373447924,1012,0.013951767574482299,True,a100_5y
samsung,20,a100_5y,dev_03,dev_fold,108,0.06063365052553426,,,,,,,,,0.05511537872073959,1137,0.0,False,a100_5y
samsung,20,a100_5y,dev_04,dev_fold,125,0.05133527327331908,,,,,,,,,0.05359914257642141,1172,0.0,False,a100_5y
samsung,20,a100_5y,dev_05,dev_fold,123,0.11143207810374592,,,,,,,,,0.046202301301395514,1195,0.034045668671711736,False,a100_5y
samsung,20,a100_5y,dev_06,dev_fold,121,0.0498385322661201,,,,,,,,,0.040052940593539185,1200,0.0,False,a100_5y
samsung,20,a100_5y,dev_07,dev_fold,121,0.05909384308652461,,,,,,,,,0.05453007980237695,1198,0.0,False,a100_5y
samsung,20,a100_5y,dev_08,dev_fold,123,0.1465099962506651,,,,,,,,,0.07709427349915471,1198,0.0,False,a100_5y
samsung,20,a100_5y,dev_09,dev_fold,117,0.062360178975460964,,,,,,,,,0.050582678256604424,1196,0.0,False,a100_5y
samsung,20,a100_expanding,dev_all,dev_common,1086,0.07136214687041183,0.13342874050285441,0.05011250856019264,0.050053086053033435,0.2222222222222222,0.04268124478296837,1372.5555555555557,0.004732683724109431,0.011815833332042934,,,,,
samsung,20,a100_expanding,dev_01,dev_fold,123,0.04326482240590049,,,,,,,,,0.02443764540457775,889,0.019405895366366447,True,a100_expanding
samsung,20,a100_expanding,dev_02,dev_fold,125,0.06407015538324233,,,,,,,,,0.0494481373447924,1012,0.013951767574482299,True,a100_expanding
samsung,20,a100_expanding,dev_03,dev_fold,108,0.06063365052553426,,,,,,,,,0.05511537872073959,1137,0.0,False,a100_expanding
samsung,20,a100_expanding,dev_04,dev_fold,125,0.056155172896696005,,,,,,,,,0.05359914257642141,1245,0.0,False,a100_expanding
samsung,20,a100_expanding,dev_05,dev_fold,123,0.11718723586425643,,,,,,,,,0.046202301301395514,1370,0.009236490576136142,False,a100_expanding
samsung,20,a100_expanding,dev_06,dev_fold,121,0.04205099101511307,,,,,,,,,0.040052940593539185,1493,0.0,False,a100_expanding
samsung,20,a100_expanding,dev_07,dev_fold,121,0.04797667837834997,,,,,,,,,0.05453007980237695,1614,0.0,False,a100_expanding
samsung,20,a100_expanding,dev_08,dev_fold,123,0.14690135949556063,,,,,,,,,0.07709427349915471,1735,0.0,False,a100_expanding
samsung,20,a100_expanding,dev_09,dev_fold,117,0.06175104980961515,,,,,,,,,0.050582678256604424,1858,0.0,False,a100_expanding
samsung,20,a1000_5y,dev_all,dev_common,1086,0.05821372128057573,0.0989099262240891,0.05006266294418883,0.05006266294418883,0.1111111111111111,0.02542474195405055,1133.0,0.0007371074498121059,0.012287944446143229,,,,,
samsung,20,a1000_5y,dev_01,dev_fold,123,0.03225740024030229,,,,,,,,,0.02443764540457775,889,0.006633967048308953,True,a1000_5y
samsung,20,a1000_5y,dev_02,dev_fold,125,0.05499934343700354,,,,,,,,,0.0494481373447924,1012,0.0,False,a1000_5y
samsung,20,a1000_5y,dev_03,dev_fold,108,0.05596356017731861,,,,,,,,,0.05511537872073959,1137,0.0,False,a1000_5y
samsung,20,a1000_5y,dev_04,dev_fold,125,0.05225153645521697,,,,,,,,,0.05359914257642141,1172,0.0,False,a1000_5y
samsung,20,a1000_5y,dev_05,dev_fold,123,0.08708325381771315,,,,,,,,,0.046202301301395514,1195,0.0,False,a1000_5y
samsung,20,a1000_5y,dev_06,dev_fold,121,0.04148783552853931,,,,,,,,,0.040052940593539185,1200,0.0,False,a1000_5y
samsung,20,a1000_5y,dev_07,dev_fold,121,0.05240682619839286,,,,,,,,,0.05453007980237695,1198,0.0,False,a1000_5y
samsung,20,a1000_5y,dev_08,dev_fold,123,0.09965698302328015,,,,,,,,,0.07709427349915471,1198,0.0,False,a1000_5y
samsung,20,a1000_5y,dev_09,dev_fold,117,0.04676678115443687,,,,,,,,,0.050582678256604424,1196,0.0,False,a1000_5y
samsung,20,a1000_expanding,dev_all,dev_common,1086,0.06021789263505692,0.10736881022315958,0.05006266294418883,0.05006266294418883,0.1111111111111111,0.025464755378062483,1372.5555555555557,0.0007371074498121059,0.011854944444267958,,,,,
samsung,20,a1000_expanding,dev_01,dev_fold,123,0.03225740024030229,,,,,,,,,0.02443764540457775,889,0.006633967048308953,True,a1000_expanding
samsung,20,a1000_expanding,dev_02,dev_fold,125,0.05499934343700354,,,,,,,,,0.0494481373447924,1012,0.0,False,a1000_expanding
samsung,20,a1000_expanding,dev_03,dev_fold,108,0.05596356017731861,,,,,,,,,0.05511537872073959,1137,0.0,False,a1000_expanding
samsung,20,a1000_expanding,dev_04,dev_fold,125,0.053172759908154406,,,,,,,,,0.05359914257642141,1245,0.0,False,a1000_expanding
samsung,20,a1000_expanding,dev_05,dev_fold,123,0.09306506736261337,,,,,,,,,0.046202301301395514,1370,0.0,False,a1000_expanding
