target,horizon,candidate,fold,evaluation_stage,n,interval_score,interval_coverage,mean_width,mean_width_over_sigma,coverage_low,width_low,coverage_mid,width_mid,coverage_high,width_high,q,resid_source,n_resid,mae_issued_center,mae_hold,issuance_rate,n_issued,n_held,mae_on_issued_days,hold_mae_on_issued_days
sk_hynix,20,har_inner_q,dev_06,dev_fold,121,0.2207715044576064,0.9752066115702479,0.21878025848984434,,,,,,,,1.143369041561188,,,,,,,,,
sk_hynix,20,har_inner_q,dev_07,dev_fold,121,0.538999712610433,0.4214876033057851,0.18947295517508428,,,,,,,,0.9713040797986641,,,,,,,,,
sk_hynix,20,har_inner_q,dev_08,dev_fold,123,0.5753482821217838,0.5691056910569106,0.26758169599041765,,,,,,,,1.2933112433139093,,,,,,,,,
sk_hynix,20,har_inner_q,dev_09,dev_fold,117,0.5543510033506904,0.7264957264957265,0.33101378770322015,,,,,,,,1.529111745055046,,,,,,,,,
sk_hynix,20,simple_resid252,dev_all,dev_common,1081,0.42191593483780127,0.7567067530064755,0.26730820487954843,2.3904249577694476,0.6481994459833795,0.19101698713761503,0.7361111111111112,0.24357007247474058,0.8861111111111111,0.36754947507557273,,,,,,,,,,
sk_hynix,20,simple_resid252,dev_01,dev_fold,123,0.334516511301673,0.9512195121951219,0.321820467767658,,,,,,,,1.4388079043246627,fallback_inner_q,0,,,,,,,
sk_hynix,20,simple_resid252,dev_02,dev_fold,125,0.3898691919793751,0.448,0.16111053346987564,,,,,,,,0.8912901186041647,resid252,104,,,,,,,
sk_hynix,20,simple_resid252,dev_03,dev_fold,103,0.3205000158111759,0.8543689320388349,0.2642844881645744,,,,,,,,1.2882443645823272,resid252,229,,,,,,,
sk_hynix,20,simple_resid252,dev_04,dev_fold,125,0.28455035571633586,0.888,0.2348170546538964,,,,,,,,1.2646972697653374,resid252,252,,,,,,,
sk_hynix,20,simple_resid252,dev_05,dev_fold,123,0.5329316339562243,0.6991869918699187,0.20287171066768925,,,,,,,,1.041222087680013,resid252,252,,,,,,,
sk_hynix,20,simple_resid252,dev_06,dev_fold,121,0.24430358087649792,0.9669421487603306,0.24265133648398662,,,,,,,,1.2430652961312665,resid252,252,,,,,,,
sk_hynix,20,simple_resid252,dev_07,dev_fold,121,0.4834257676825852,0.5702479338842975,0.24426658451627545,,,,,,,,1.0836772301707458,resid252,252,,,,,,,
sk_hynix,20,simple_resid252,dev_08,dev_fold,123,0.5668566533115375,0.7235772357723578,0.3643455047969128,,,,,,,,1.1775908375530288,resid252,252,,,,,,,
sk_hynix,20,simple_resid252,dev_09,dev_fold,117,0.6350635817902444,0.7264957264957265,0.37589072820315766,,,,,,,,1.3539648620348548,resid252,252,,,,,,,
sk_hynix,20,gate_2of3,dev_all,abstention,1081,,,,,,,,,,,,,,0.08503007686140424,0.08512272944238433,0.4477335800185014,484,597,0.1037635405074241,0.10397047736700978
sk_hynix,20,gate_3of3,dev_all,abstention,1081,,,,,,,,,,,,,,0.08512272944238433,0.08512272944238433,0.0,0,1081,,
sk_hynix,20,always_issue,dev_all,abstention,1081,,,,,,,,,,,,,,0.08558046754800647,0.08512272944238433,1.0,1081,0,0.08558046754800647,0.08512272944238433
sk_hynix,20,never_issue,dev_all,abstention,1081,,,,,,,,,,,,,,0.08512272944238433,0.08512272944238433,0.0,0,1081,,
