target,cell,horizon,comparison,metric,window,delta,common_n,calibrated,ci_lo,ci_hi,block
samsung,5,5,trailing_q_w250 - current,interval_coverage,evaluation,-0.03157894736842104,475,True,-0.054658642041208405,-0.012524793944418178,month
samsung,5,5,conformal_w250 - current,interval_score,evaluation,0.0009591023502291621,475,True,-0.0019206446893008156,0.0036923921586653865,month
samsung,5,5,conformal_w250 - current,interval_score,evaluation,0.0009591023502291621,475,True,-0.0016533799259810234,0.003731883042471776,contiguous_20
samsung,5,5,conformal_w250 - current,interval_coverage,evaluation,-0.02947368421052632,475,True,-0.05215787151680758,-0.010308748037843079,month
samsung,5,5,trailing_q_w500 - current,interval_score,evaluation,-0.001953641232829629,475,True,-0.0060662884075857616,0.0024585160978513707,month
samsung,5,5,trailing_q_w500 - current,interval_score,evaluation,-0.001953641232829629,475,True,-0.005424942121830749,0.002213055408364806,contiguous_20
samsung,5,5,trailing_q_w500 - current,interval_coverage,evaluation,-0.04421052631578948,475,True,-0.06666666666666665,-0.024239433811802293,month
samsung,5,5,conformal_w500 - current,interval_score,evaluation,-0.0019047564441824487,475,True,-0.005889159577394357,0.0023473640906028414,month
samsung,5,5,conformal_w500 - current,interval_score,evaluation,-0.0019047564441824487,475,True,-0.005285252103735203,0.0021331338187616103,contiguous_20
samsung,5,5,conformal_w500 - current,interval_coverage,evaluation,-0.04421052631578948,475,True,-0.06666666666666665,-0.024239433811802293,month
samsung,5,5,aci_g0.005_w250 - current,interval_score,evaluation,0.004700787259087359,475,True,-0.0007290602029425658,0.01101936782155704,month
samsung,5,5,aci_g0.005_w250 - current,interval_score,evaluation,0.004700787259087359,475,True,0.00018262669070435588,0.011148409196239866,contiguous_20
samsung,5,5,aci_g0.005_w250 - current,interval_coverage,evaluation,-0.01684210526315788,475,True,-0.04481380535921094,0.012398627171354393,month
samsung,5,5,aci_g0.005_w500 - current,interval_score,evaluation,0.002895239162893559,475,True,-0.001956858220405138,0.00786712480656559,month
samsung,5,5,aci_g0.005_w500 - current,interval_score,evaluation,0.002895239162893559,475,True,-0.0006249525302921051,0.007687670158998565,contiguous_20
samsung,5,5,aci_g0.005_w500 - current,interval_coverage,evaluation,-0.021052631578947434,475,True,-0.0477337070319316,0.004210748389962217,month
samsung,5,5,aci_g0.02_w250 - current,interval_score,evaluation,0.009042196095952618,475,True,-0.00649146011179734,0.02504433000383548,month
