date,value
2024-12-10,81.26
2024-12-11,83.13
2024-12-12,84.13
2024-12-13,85.19
2024-12-14,85.56
2024-12-15,86.79
2024-12-16,89.46
2024-12-17,90.46
2024-12-18,90.04
2024-12-19,87.19
2024-12-20,86.62
2024-12-21,86.41
2024-12-22,85.81
2024-12-23,87.72
2024-12-24,86.93
2024-12-25,86.12
2024-12-26,87.35
2024-12-27,86.29
2024-12-28,86.07
2024-12-29,86.78
2024-12-30,83.27
2024-12-31,83.06
2025-01-01,85.1
2025-01-02,85.78
2025-01-03,88.57
2025-01-04,89.35
2025-01-05,90.94
2025-01-06,94.32
2025-01-07,97.92
2025-01-08,96.56
2025-01-09,97.02
2025-01-10,96.71
2025-01-11,96.11
2025-01-12,94.63
2025-01-13,93.56
2025-01-14,90.87
2025-01-15,91.61
2025-01-16,92.88
2025-01-17,91.98
2025-01-18,92.79
2025-01-19,94.27
2025-01-20,95.43
2025-01-21,96.15
2025-01-22,97.32
2025-01-23,98.08
2025-01-24,100.82
2025-01-25,100.44
2025-01-26,100.2
2025-01-27,99.28
2025-01-28,97.82
2025-01-29,96.25
2025-01-30,92.35
2025-01-31,88.0
2025-02-01,87.57
2025-02-02,86.86
2025-02-03,84.41
2025-02-04,87.08
2025-02-05,90.4
2025-02-06,94.26
2025-02-07,99.11
2025-02-08,99.31
2025-02-09,99.96
2025-02-10,103.25
2025-02-11,104.2
2025-02-12,103.87
2025-02-13,103.1
2025-02-14,101.14
2025-02-15,101.39
2025-02-16,101.51
2025-02-17,102.71
2025-02-18,102.52
2025-02-19,102.01
2025-02-20,101.04
2025-02-21,99.87
2025-02-22,98.78
2025-02-23,98.81
2025-02-24,97.19
2025-02-25,95.8
2025-02-26,95.76
2025-02-27,95.42
2025-02-28,92.24
2025-03-01,93.16
2025-03-02,92.51
2025-03-03,92.26
2025-03-04,89.63
2025-03-05,87.72
2025-03-06,86.08
2025-03-07,86.83
2025-03-08,86.75
2025-03-09,85.84
2025-03-10,83.91
2025-03-11,82.31
2025-03-12,81.71
2025-03-13,82.18
2025-03-14,83.31
2025-03-15,83.36
2025-03-16,84.65
2025-03-17,87.73
2025-03-18,92.79
2025-03-19,94.23
2025-03-20,95.59
2025-03-21,95.39
2025-03-22,95.43
2025-03-23,96.51
2025-03-24,96.1
2025-03-25,96.61
2025-03-26,96.75
2025-03-27,93.88
2025-03-28,93.15
2025-03-29,92.37
2025-03-30,91.75
2025-03-31,90.59
2025-04-01,89.55
2025-04-02,88.72
2025-04-03,88.44
2025-04-04,85.99
2025-04-05,85.11
2025-04-06,83.14
2025-04-07,79.35
2025-04-08,78.0
2025-04-09,75.27
2025-04-10,79.61
2025-04-11,83.64
2025-04-12,85.54
2025-04-13,86.78
2025-04-14,92.15
2025-04-15,94.34
2025-04-16,96.98
2025-04-17,93.61
2025-04-18,94.07
2025-04-19,93.7
2025-04-20,94.41
2025-04-21,93.75
2025-04-22,91.68
2025-04-23,91.97
2025-04-24,95.69
2025-04-25,97.65
2025-04-26,97.93
2025-04-27,97.53
2025-04-28,98.92
2025-04-29,102.66
2025-04-30,104.78
2025-05-01,103.02
2025-05-02,101.7
2025-05-03,101.7
2025-05-04,103.1
2025-05-05,101.03
2025-05-06,97.22
2025-05-07,96.69
2025-05-08,98.72
2025-05-09,102.04
2025-05-10,102.45
2025-05-11,101.99
2025-05-12,104.55
2025-05-13,107.19
2025-05-14,106.71
2025-05-15,107.28
2025-05-16,105.74
2025-05-17,105.5
2025-05-18,104.21
2025-05-19,102.46
2025-05-20,100.99
2025-05-21,99.91
2025-05-22,95.99
2025-05-23,94.32
2025-05-24,93.74
2025-05-25,95.0
2025-05-26,95.45
2025-05-27,95.76
2025-05-28,97.95
2025-05-29,98.65
2025-05-30,97.59
2025-05-31,97.54
2025-06-01,95.11
2025-06-02,94.47
2025-06-03,93.51
2025-06-04,94.17
2025-06-05,95.79
2025-06-06,96.03
2025-06-07,97.2
2025-06-08,100.47
2025-06-09,102.88
2025-06-10,104.35
2025-06-11,104.01
2025-06-12,103.2
2025-06-13,101.95
2025-06-14,101.03
2025-06-15,100.5
2025-06-16,98.96
2025-06-17,98.57
2025-06-18,96.37
2025-06-19,96.15
2025-06-20,100.3
2025-06-21,101.14
2025-06-22,100.74
2025-06-23,99.22
2025-06-24,101.73
2025-06-25,102.7
2025-06-26,103.04
2025-06-27,100.32
2025-06-28,99.95
2025-06-29,100.59
2025-06-30,101.78
2025-07-01,100.1
2025-07-02,98.94
2025-07-03,99.41
2025-07-04,99.46
2025-07-05,99.52
2025-07-06,99.02
2025-07-07,99.33
2025-07-08,96.7
2025-07-09,97.0
2025-07-10,97.02
2025-07-11,99.3
2025-07-12,99.29
2025-07-13,100.99
2025-07-14,102.0
2025-07-15,104.92
2025-07-16,105.12
2025-07-17,104.86
2025-07-18,104.95
2025-07-19,105.03
2025-07-20,103.45
2025-07-21,103.92
2025-07-22,102.85
2025-07-23,104.08
2025-07-24,106.97
2025-07-25,106.72
2025-07-26,106.57
2025-07-27,106.63
2025-07-28,106.27
2025-07-29,106.5
2025-07-30,106.07
2025-07-31,103.76
2025-08-01,101.81
2025-08-02,100.75
2025-08-03,100.29
2025-08-04,100.15
2025-08-05,102.4
2025-08-06,104.72
2025-08-07,106.54
2025-08-08,109.02
2025-08-09,110.44
2025-08-10,111.28
2025-08-11,111.55
2025-08-12,109.58
2025-08-13,108.19
2025-08-14,109.34
2025-08-15,106.65
2025-08-16,105.71
2025-08-17,105.23
2025-08-18,103.82
2025-08-19,100.97
2025-08-20,95.98
2025-08-21,90.46
2025-08-22,91.53
2025-08-23,92.0
2025-08-24,91.78
2025-08-25,91.53
2025-08-26,93.87
2025-08-27,97.66
2025-08-28,98.18
2025-08-29,99.37
2025-08-30,98.64
2025-08-31,98.98
2025-09-01,99.21
2025-09-02,98.47
2025-09-03,98.07
2025-09-04,99.51
2025-09-05,98.71
2025-09-06,98.76
2025-09-07,98.31
2025-09-08,97.91
2025-09-09,98.3
2025-09-10,98.25
2025-09-11,98.41
2025-09-12,100.72
2025-09-13,101.9
2025-09-14,104.05
2025-09-15,106.06
2025-09-16,107.96
2025-09-17,106.92
2025-09-18,107.25
2025-09-19,106.1
2025-09-20,106.07
2025-09-21,105.69
2025-09-22,106.37
2025-09-23,105.81
2025-09-24,105.75
2025-09-25,103.46
2025-09-26,100.54
2025-09-27,99.88
2025-09-28,98.49
2025-09-29,97.13
2025-09-30,95.9
2025-10-01,98.38
2025-10-02,102.26
2025-10-03,104.16
2025-10-04,104.62
2025-10-05,106.69
2025-10-06,107.07
2025-10-07,107.84
2025-10-08,104.05
2025-10-09,99.22
2025-10-10,103.09
2025-10-11,102.51
2025-10-12,101.01
2025-10-13,100.71
2025-10-14,103.44
2025-10-15,104.96
2025-10-16,106.73
2025-10-17,104.23
2025-10-18,104.83
2025-10-19,105.3
2025-10-20,106.61
2025-10-21,106.06
2025-10-22,105.99
2025-10-23,104.52
2025-10-24,107.35
2025-10-25,107.59
2025-10-26,108.61
2025-10-27,111.94
2025-10-28,113.07
2025-10-29,118.22
2025-10-30,123.3
2025-10-31,123.43
2025-11-01,123.54
2025-11-02,125.08
2025-11-03,125.72
2025-11-04,124.68
2025-11-05,118.04
2025-11-06,116.61
2025-11-07,113.67
2025-11-08,112.5
2025-11-09,109.85
2025-11-10,107.0
2025-11-11,106.63
2025-11-12,109.15
2025-11-13,107.08
2025-11-14,108.84
2025-11-15,109.26
2025-11-16,110.24
2025-11-17,110.51
2025-11-18,107.38
2025-11-19,104.92
2025-11-20,106.57
2025-11-21,102.24
2025-11-22,102.09
2025-11-23,101.32
2025-11-24,98.76
2025-11-25,101.72
2025-11-26,103.99
2025-11-27,102.22
2025-11-28,105.13
2025-11-29,105.05
2025-11-30,104.31
2025-12-01,106.32
2025-12-02,104.56
2025-12-03,105.15
2025-12-04,104.57
2025-12-05,105.12
2025-12-06,105.68
2025-12-07,106.65
2025-12-08,105.68
2025-12-09,105.56
2025-12-10,104.37
2025-12-11,103.48
2025-12-12,103.61
2025-12-13,102.71
2025-12-14,102.53
2025-12-15,101.1
2025-12-16,100.28
2025-12-17,100.29
2025-12-18,99.89
2025-12-19,99.66
2025-12-20,100.39
2025-12-21,100.31
2025-12-22,101.37
2025-12-23,103.35
2025-12-24,102.81
2025-12-25,103.25
2025-12-26,103.25
2025-12-27,102.86
2025-12-28,102.92
2025-12-29,104.04
2025-12-30,103.9
2025-12-31,104.75
2026-01-01,106.46
2026-01-02,108.84
2026-01-03,109.33
2026-01-04,110.36
2026-01-05,111.83
2026-01-06,114.16
2026-01-07,116.17
2026-01-08,118.42
2026-01-09,116.88
2026-01-10,117.22
2026-01-11,118.04
2026-01-12,117.55
2026-01-13,115.45
2026-01-14,112.86
2026-01-15,109.55
2026-01-16,110.39
2026-01-17,109.96
2026-01-18,108.94
2026-01-19,108.13
2026-01-20,107.18
2026-01-21,107.02
2026-01-22,109.47
2026-01-23,110.05
2026-01-24,109.67
2026-01-25,109.8
2026-01-26,109.74
2026-01-27,111.12
2026-01-28,113.81
2026-01-29,113.97
2026-01-30,114.34
2026-01-31,114.1
2026-02-01,114.7
2026-02-02,112.83
2026-02-03,113.95
2026-02-04,114.2
2026-02-05,113.16
2026-02-06,111.24
2026-02-07,111.4
2026-02-08,110.23
2026-02-09,114.61
2026-02-10,114.25
2026-02-11,113.12
2026-02-12,114.36
2026-02-13,114.49
2026-02-14,114.68
2026-02-15,116.19
2026-02-16,112.69
2026-02-17,110.89
2026-02-18,108.76
2026-02-19,109.57
2026-02-20,109.71
2026-02-21,109.63
2026-02-22,109.07
2026-02-23,110.56
2026-02-24,110.86
2026-02-25,114.49
2026-02-26,113.63
2026-02-27,112.85
2026-02-28,112.34
2026-03-01,111.76
2026-03-02,107.71
2026-03-03,104.27
2026-03-04,96.32
2026-03-05,93.42
2026-03-06,91.78
2026-03-07,90.72
2026-03-08,90.22
2026-03-09,87.47
2026-03-10,89.94
2026-03-11,94.42
2026-03-12,93.56
2026-03-13,92.94
2026-03-14,93.95
2026-03-15,93.42
2026-03-16,98.2
2026-03-17,99.27
2026-03-18,99.32
2026-03-19,98.73
2026-03-20,99.91
2026-03-21,100.13
2026-03-22,101.61
2026-03-23,99.18
2026-03-24,97.87
2026-03-25,96.14
2026-03-26,96.28
2026-03-27,93.87
2026-03-28,93.17
2026-03-29,90.94
2026-03-30,90.78
2026-03-31,89.25
2026-04-01,91.7
2026-04-02,92.02
2026-04-03,94.4
2026-04-04,95.17
2026-04-05,97.53
2026-04-06,100.36
2026-04-07,104.79
2026-04-08,104.81
2026-04-09,105.7
2026-04-10,106.49
2026-04-11,106.96
2026-04-12,107.05
2026-04-13,105.9
2026-04-14,104.81
2026-04-15,104.82
2026-04-16,105.68
2026-04-17,104.9
2026-04-18,105.65
2026-04-19,105.8
2026-04-20,107.73
2026-04-21,108.1
2026-04-22,107.78
2026-04-23,110.06
2026-04-24,112.9
2026-04-25,112.88
2026-04-26,113.55
2026-04-27,116.08
2026-04-28,116.31
2026-04-29,117.08
2026-04-30,117.45
2026-05-01,115.42
2026-05-02,114.95
2026-05-03,114.17
2026-05-04,112.95
2026-05-05,109.69
2026-05-06,111.35
2026-05-07,111.14
2026-05-08,113.3
2026-05-09,113.63
2026-05-10,113.07
2026-05-11,113.43
2026-05-12,116.62
2026-05-13,113.93
2026-05-14,113.34
2026-05-15,113.32
2026-05-16,111.65
2026-05-17,111.57
2026-05-18,108.85
2026-05-19,105.8
2026-05-20,103.25
2026-05-21,102.69
2026-05-22,101.96
2026-05-23,103.12
2026-05-24,103.32
2026-05-25,103.06
2026-05-26,106.13
2026-05-27,110.54
2026-05-28,109.14
2026-05-29,109.09
2026-05-30,109.97
2026-05-31,110.31
2026-06-01,113.64
2026-06-02,112.64
2026-06-03,111.76
2026-06-04,111.45
2026-06-05,108.36
2026-06-06,106.9
2026-06-07,105.43
2026-06-08,98.62
2026-06-09,99.35
2026-06-10,96.61
2026-06-11,93.25
2026-06-12,95.83
2026-06-13,97.37
2026-06-14,98.96
2026-06-15,103.51
2026-06-16,102.87
2026-06-17,104.89
2026-06-18,108.74
2026-06-19,109.17
2026-06-20,108.9
2026-06-21,108.18
2026-06-22,108.07
2026-06-23,105.24
2026-06-24,102.75
2026-06-25,103.65
2026-06-26,100.35
2026-06-27,99.62
2026-06-28,99.82
2026-06-29,98.39
2026-06-30,99.31
2026-07-01,102.81
2026-07-02,100.13
2026-07-03,101.62
2026-07-04,102.36
2026-07-05,102.73
2026-07-06,102.67
2026-07-07,104.0
2026-07-08,100.82
2026-07-09,101.26
2026-07-10,102.76
2026-07-11,103.08
2026-07-12,102.61
2026-07-13,100.85
2026-07-14,98.4
2026-07-15,99.61
2026-07-16,98.1
2026-07-17,95.13
2026-07-18,93.63
2026-07-19,92.58
2026-07-20,92.25
2026-07-21,93.31
2026-07-22,93.57
2026-07-23,98.34
2026-07-24,100.58
2026-07-25,101.38
2026-07-26,102.15
2026-07-27,105.7
2026-07-28,103.59
2026-07-29,102.66
2026-07-30,102.01
2026-07-31,106.28
2026-08-01,108.33
2026-08-02,108.3
2026-08-03,106.78
2026-08-04,111.15
2026-08-05,114.62
2026-08-06,113.47
2026-08-07,110.19
2026-08-08,108.42
2026-08-09,106.89
2026-08-10,108.37
2026-08-11,108.92
2026-08-12,107.99
2026-08-13,109.69
2026-08-14,113.03
2026-08-15,113.36
2026-08-16,115.94
2026-08-17,114.09
2026-08-18,112.86
2026-08-19,110.19
2026-08-20,108.51
2026-08-21,102.96
2026-08-22,102.82
2026-08-23,101.38
2026-08-24,100.68
2026-08-25,98.38
2026-08-26,99.8
2026-08-27,100.19
2026-08-28,100.78
2026-08-29,100.22
2026-08-30,100.15
2026-08-31,100.59
2026-09-01,101.98
2026-09-02,99.56
2026-09-03,97.84
2026-09-04,98.03
2026-09-05,99.27
2026-09-06,100.76
