month,us10y,jp10y,usdjpy,rate_gap
2021-01-01,1.0810526315789473,0.055,103.7883,1.0260526315789473
2021-02-01,1.2578947368421052,0.15,105.3774,1.1078947368421053
2021-03-01,1.6108695652173912,0.12,108.6991,1.4908695652173911
2021-04-01,1.635,0.09,109.0445,1.545
2021-05-01,1.621,0.08,109.112,1.541
2021-06-01,1.5190909090909093,0.05,110.1073,1.4690909090909092
2021-07-01,1.3185714285714287,0.015,110.2143,1.3035714285714288
2021-08-01,1.2831818181818182,0.02,109.8527,1.2631818181818182
2021-09-01,1.3747619047619049,0.065,110.161,1.309761904761905
2021-10-01,1.5825,0.095,113.1215,1.4875
2021-11-01,1.5595,0.05,113.965,1.5095
2021-12-01,1.465,0.07,113.8329,1.395
2022-01-01,1.764,0.17,114.8255,1.594
2022-02-01,1.9342105263157887,0.18,115.2763,1.7542105263157888
2022-03-01,2.1278260869565218,0.21,118.5774,1.9178260869565218
2022-04-01,2.7475,0.215,126.3743,2.5325
2022-05-01,2.8980952380952383,0.235,128.8486,2.6630952380952384
2022-06-01,3.143333333333333,0.225,133.9619,2.918333333333333
2022-07-01,2.896,0.18,136.709,2.7159999999999997
2022-08-01,2.8978260869565218,0.22,135.2835,2.6778260869565216
2022-09-01,3.5190476190476194,0.24,143.2843,3.2790476190476197
2022-10-01,3.9835,0.245,147.0515,3.7384999999999997
2022-11-01,3.891,0.25,142.445,3.641
2022-12-01,3.616190476190476,0.41,134.9148,3.206190476190476
2023-01-01,3.5315,0.49,130.4475,3.0415
2023-02-01,3.7468421052631578,0.5,133.0463,3.2468421052631578
2023-03-01,3.6630434782608696,0.32,133.6643,3.34304347826087
